용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의약품,129-091,수입,노빌리스 CAV P4(Nobilis CAV P4),닭전염성빈혈바이러스,Chicken Infectious Animia,2008-08-22,한국엠에스디동물약품(주)
동물용의약품,129-093,수입,티-61(T-61),Embutramide,Embutramide,2009-03-06,한국엠에스디동물약품(주)
동물용의약품,129-100,수입,랄그로(RALGRO),제라놀,Zeranol,1993-03-20,한국엠에스디동물약품(주)
동물용의약품,129-140,수입,질맥스(Zilmax),질파테롤,Zilpaterol HCI,2013-02-01,한국엠에스디동물약품(주)
동물용의약품,129-144,수입,주프레보 18 ％(ZUPREVO 180mg/ml solution),틸디피로신,Tildipirosin,2013-11-19,한국엠에스디동물약품(주)
동물용의약품,129-146,수입,캐닌슐린(CANINSULIN),인슐린,Isulin,2014-01-29,한국엠에스디동물약품(주)
동물용의약품,129-150,수입,브라벡토 츄어블정(플루랄라너)(Bravecto Chewable tablets),플루랄라너,Fluralaner,2016-02-05,한국엠에스디동물약품(주)
동물용의약품,129-162,수입,레벤타 액(레보티록신나트륨)(LEVENTA),레보티록신나트륨,Levothyroxine sodium,2019-05-01,한국엠에스디동물약품(주)
동물용의약품,129-169,수입,비달타정 10mg(카비마졸)(Vidalta 10mg),카비마졸,Carbimazole,2021-04-13,한국엠에스디동물약품(주)
동물용의약품,167-003,제조,비넨볼(Bienenwohl),프로폴리스+구연산,Propolis+Citric acid,2004-01-20,비센바이오(주)
동물용의약품,184-001,수입,이리도불활화백신(버켄),불활화 이리도 바이러스,Iridovirus,2004-07-01,㈜보령바이오파마
동물용의약품,209-044,수입,하이포피신 주,카르베토신,Carbetocin,2004-08-10,디앤제이
동물용의약품,279-002,수입,리바콕스 T(Livacox T),생원충,Live protozoa,2008-10-24,메리스바이오(주)
동물용의약품,283-038,수입,아시코나정 100(Ashicona 100),이트라코나졸,Itraconazole,2012-09-13,(주)제이에스케이
동물용의약품,283-042,수입,이소트로이(Isotroy),이소플루란,Isoflurane,2013-09-05,(주)제이에스케이
동물용의약품,283-046,수입,메트로질(Metrogyl),메트로니다졸,Metronidazole,2014-02-11,(주)제이에스케이
동물용의약품,283-055,수입,실리 정(Sili Tablet),실데나필 시트르산염,Sildenafil Citrate,2017-10-12,(주)제이에스케이
동물용의약품,283-066,수입,레비세딘정(레비티라세탐)(Levicedin),레비티라세탐,Levetiracetam,2020-05-28,(주)제이에스케이
동물용의약품,292-001,수입,파라사이드(PARACIDE),니클로사마이드+옥시벤다졸,Niclosamide+Oxibendazole,1993-02-16,(주)이레켐
동물용의약품,292-012,수입,캔디오 리포카익(Candiolipocaic),효소처리췌장분해물,Enzymatic pancreas lysate,1993-07-16,(주)이레켐
동물용의약품,303-001,수입,알팍산 멀티도즈(Alfaxan Multidose),알팍사론,Alfaxalone,2013-06-13,(주)케어사이드
동물용의약품,309-003,수입,펠리마졸 2.5mg 정(Felimazole 2.5mg Tablets),티아마졸,Thiamazole,2013-07-22,리퓨어헬스케어(주)
동물용의약품,309-014,수입,카누랄 점이제(Canaural ear drops),퓨시드산 디에탄올아민+황산 후라마이세틴+니스타틴+프레드니솔론,Diethanolamine fusidate+Framycetin sulphate+Nystatin+Prednisolone,2017-04-14,리퓨어헬스케어(주)
동물용의약품,309-016,수입,자이코탈 주25mg(데속시코톤 피발레이트)(zycortal 25mg),데속시코톤 피발레이트,Desoxycortone Pivalate,2018-02-13,리퓨어헬스케어(주)
동물용의약품,312-004,수입,아자딘(AZADIN),디미나젠+페나존,Diminazene+Phenazone,2015-10-20,(주)이안애니멀헬스
동물용의약품,337-017,수입,스펙티노마이신 5액(Spectinomycin 5),스펙티노마이신,Spectinomycin,2019-11-07,한산에프앤피
동물용의약품,364-069,제조,캐니플루-맥스(CaniFlu-max),개인플루엔자,Canine influenza,2009-11-13,녹십자수의약품(주)
동물용의약품,364-076,제조,녹수 이뮨가드(IMMUNGUARD),포도상구균화학추출물+보르테텔라균화학추출물,Staphylococcus chemical products+ Bordetella chemical products,1998-09-01,녹십자수의약품(주)
동물용의약품,364-092,제조,녹수 파일로카핀주사제,필로칼핀,Pilocarpines,1971-07-31,녹십자수의약품(주)
동물용의약품,380-001,위탁제조판매,조인트벡스 주(이엘에치엘디 펩타이드)(JointVex),이엘에치엘디 펩타이드,ELHLD peptide,2020-02-12,(주)엔솔바이오사이언스
동물용의약품,381-001,위탁제조판매,제다큐어 츄어블정(크리스데살라진)(GedaCure chewable tablets),크리스데살라진,Crisdesalazine,2021-02-02,(주)지엔티파마
동물용의약품,399-002,수입,지안-림졸 주사제(ZIAN-LYMPZOL INJ.),"아셀렌산 나트륨, 글루콘산 니켈, 글루콘산 망간, 글루콘산 아연, 글루콘산 구리, 글루콘산 코발트","Sodium Selenite, Nickel gluconate, Maganese gluconate, Zinc gluconate, Copper gluconate, Coblat glu",2022-08-22,(주)지안바이오
동물용의약품,404-003,수입,인터베리-알파 산(InterBerry-α),인터페론,interferon,2021-11-08,녹십자수의약품(주)
동물용의약품,437-001,제조,티스템 조인트 펫(T-STEM JOINT PET),인체지방줄기세포 유래 단백질,Human Adipose Stem Cell Derived Protein,2021-11-30,(주)티스템
동물용의약외품,003-200,제조,이지워시(Easy wash),차아염소산칼슘,Calcium Hypochlorite,2012-10-04,대한뉴팜(주)
동물용의약외품,004-040,제조,트리존-A(TRIZON-A),이산화염소,Chlorine dioxide,1988-03-17,에스비신일(주)
동물용의약외품,004-122,제조,신일클로-T(SI CHLOR T),디클로르이소시아눌산 나트륨,Sodium Dichloroisocyanurate,2000-07-18,에스비신일(주)
동물용의약외품,004-128,제조,씨트릭-존(CITRIC-ZONE),시트르산,Citric acid,2001-02-20,에스비신일(주)
동물용의약외품,004-130,제조,맥사이드(MaxCide),삼종염+디클로르이소시아눌산나트륨,Potassium monopersulfate triple salt+Sodium dichloroisocyanurate,2002-05-07,에스비신일(주)
동물용의약외품,004-209,제조,씨에코 스프레이(SI ECO Spray),시트르산+클로르헥시딘글루콘산염액,Anhydrous citric acid+Chlorhexidine gluconate solution,2014-09-03,에스비신일(주)
동물용의약외품,006-286,제조,윌로벳 유한 웰클리어,벤잘코늄,Benzalkonium,2013-01-18,(주)고려비엔피
동물용의약외품,006-325,제조,와구방 액제(정향추출물)(Wagooban solution),정향추출물(유게놀),Clove extract(Eugenol),2018-05-10,(주)고려비엔피
동물용의약외품,006-348,제조,와구방 포르테 액제(데리스 추출물)(Wagooban Forte Solution),데리스추출물,Derris elliptica Extract,2021-01-11,(주)고려비엔피
동물용의약외품,006-354,제조,에코라인 액제(Eco-line),과산화수소+과초산,Hydrogen peroxide+Peracetic acid,2021-08-13,(주)고려비엔피
동물용의약외품,008-058,제조,볼포(BOLFO),프로폭서,Propoxur,1976-08-09,한국엘랑코동물약품(주)
동물용의약외품,008-237,제조,롱라이프 250 에스(LONGLIFE 250 S),타르산+설폰산+크실레놀+유산,Tar acid+Sulfonic acid+Xylenol+Lactic acid,1988-10-14,한국엘랑코동물약품(주)
동물용의약외품,008-249,제조,판텍-유액(PANTECH-E.C),싸이플루스린,Cyfluthrin,1990-12-05,한국엘랑코동물약품(주)
동물용의약외품,008-277,제조,버콘-에스(VIRKON-S),모노퍼설페이트화합물+능금산+설파믹산,Monopersulfate compound+Malic acid+Sulfamic acid,1993-07-05,한국엘랑코동물약품(주)
동물용의약외품,014-181,제조,에스라인(S-Line),삼종염+능금산+구연산,Triple salt+Malic acid+Citric acid,2013-05-24,(주)성원
동물용의약외품,016-054,제조,디엠졸,크레졸+올소디클로로벤젠+메탄올,Crezol+o-dichlorobenzen+Methanol,1979-10-02,(주)삼우메디안
동물용의약외품,016-066,제조,카바린분제(Cabarin),비피엠씨,BPMC(2-Sec-butylphenyl-N-methylcarbamate),1981-10-31,(주)삼우메디안
동물용의약외품,016-191,제조,비바존(VIBA ZONE),"삼종염,사과산,소듐콜로라이드","삼종염,사과산,소듐콜로라이드",2006-04-03,(주)삼우메디안
동물용의약외품,018-001,제조,태고51,글리신,Glycine,1970-08-05,이화팜텍(주)
동물용의약외품,018-053,제조,씨.에이.티-100(C.A.T-100),클로타민티,Chlotamine T,1990-07-19,이화팜텍(주)
동물용의약외품,018-142,제조,태고-SP(Tego-SP),Alkyldiaminoehtylglycine,Alkyldiaminoehtylglycine,2009-11-26,이화팜텍(주)
동물용의약외품,022-001,제조,크로벤(CHROBEN),크레졸+디클로르벤젠,Cresol+Ortho-dichlorbenzene,1972-06-05,(주)퓨오바이더스
동물용의약외품,022-002,제조,디브로모(DIBROMO),날리드,Naled,1973-03-14,(주)퓨오바이더스
동물용의약외품,022-110,제조,엑세놀(Axenohl),은+구연산,Silver+ Citric acid,2007-10-26,(주)퓨오바이더스
동물용의약외품,022-112,제조,라비다이-SC(비스트리플루론)(Larvidie-SC),비스트리플루론,비스트리플루론,2008-08-01,(주)퓨오바이더스
동물용의약외품,022-141,제조,와구프리 블루(Wagoo-Free Blue),비펜쓰린,Bifenthrin,2014-07-28,(주)퓨오바이더스
동물용의약외품,022-142,제조,주론파워 25WP(Zuron Power 25WP),디플루벤주론,Diflubenzuron,2014-12-12,(주)퓨오바이더스
